,Score,sentence,Sentiment
2635,0,rt busting some myths around demonetization from t co bmuxkioi g amp t co bgyjlguzgq please rt widely to c  ,Neutral
2636,-3,bharat bandh called by united opposition on nov demonetization they are protesting against a problem by creating a bigger one,Negative
2637,0,demonetizationeffect marks the return of jugaad t co ajzrwrvs demonetization blackmoney t co tadwhllyjt,Neutral
2638,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2639,1,rt calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among the mas  ,Positive
2640,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2641,1,rt putting nation over party politics nitishkumar supports pm on demonetization t co uodwxdpmmg,Positive
2642,1,rt calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among the mas  ,Positive
2643,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
2644,0,rt tackling demonetization new steps to help citizens fight the cash crunch t co exvhcctrgp t co ete  ,Neutral
2645,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
2646,0,rt if you can t manage it please quit don t take nation for granted demonetization cashban u u b u f u u u u u a u u f u e u c u u u b u e u b u u u u u e   ,Neutral
2647,0,rt if you can t manage it please quit don t take nation for granted demonetization cashban u u b u f u u u u u a u u f u e u c u u u b   ,Neutral
2648,0,tackling demonetization new steps to help citizens fight the cash crunch t co exvhcctrgp t co etetueyh,Neutral
2649,1,rt calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among the mas  ,Positive
2650,0,why mamata is linking religion with demonetization what is her intention netascashin,Neutral
2651,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2652,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2653,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2654,1,why demonetization is good news income taxpayer t co znnpdq dpi incometaxrefund demonetization personalfinance,Positive
2655,0,rt we are used to of demonetization in russia we ve been robbed by our government every several years t co y gttmthpy,Neutral
2656,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2657,1,lol while husband supports demonetization jaya ji is against so much to them,Positive
2658,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2659,1,rt calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among the mas  ,Positive
2660,0,ndtvtopstories touristinindia this is what demonetization is all about change attitudes of ppl u got soup without cash that s it,Neutral
2661,0,rt demonetization ppl who hv hoarded the cash are still to start depositing in bank accts guess they expect an extn or  ,Neutral
2662,-1,rt samajwadi party s jaya bachchan and aap join tmc protest against demonetization at jantar mantar t co u g c h  ,Negative
2663,0,rt demonetization finally no country at such a large scale has gone ahead with such a move give it to all us citizens  ,Neutral
2664,0,impact of demonetization tweetlikekejriwal t co zchns wuc,Neutral
2665,1,rt calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among the mas  ,Positive
2666,-1,rt pm narendramodi people in trouble demonetization ed u a u bd ed u b u b banned amp t co ba opmi,Negative
2667,-1,rt bangalore s visits atms to see if media is lying about the note ban demonetization t co gmlpksrpx,Negative
2668,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2669,1,rt calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among the mas  ,Positive
2670,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2671,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2672,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2673,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2674,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2675,1,rt putting nation over party politics nitishkumar supports pm on demonetization t co uodwxdpmmg,Positive
2676,0,modi is the st pm to allow people to withdraw money through wedding card apart from debit amp credit card demonetization,Neutral
2677,1,calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among   t co psysgitmcf,Positive
2678,0,what is this now supporting demonetization but protesting against it   t co ara ls,Neutral
2679,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2680,-1,demonetization mp  s are protesting today t co vqalvyvyjt kashmirtelegraph mustwatch pmmodi politicians politics,Negative
2681,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2682,-1,where gory warnings fail cash crunch prevails cigarette sales down after demonetization t co xr ovbyzrd,Negative
2683,0,rt joined the line of opposition mps demonstrating solidarity on demonetization amp demanding that address parliame  ,Neutral
2684,0,watch briefing on demonetization by dea secy this morning here t co qdsjkveh s by finminindia via,Neutral
2685,0,watch briefing on demonetization by dea secy this morning here t co jtpfurmuda by finminindia via,Neutral
2686,1,rt putting nation over party politics nitishkumar supports pm on demonetization t co uodwxdpmmg,Positive
2687,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
2688,-1,rt vegetable amp fruit grower s suffering more after demonetization need special provision s,Negative
2689,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2690,1,rt putting nation over party politics nitishkumar supports pm on demonetization t co uodwxdpmmg,Positive
2691,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
2692,0,rt demonetization heard from hnis that they r getting calls to convert their bm to new notes with cut means new not  ,Neutral
2693,-2,delhi samajwadiparty s jaya bachchan joins tmc protest at jantar mantar over demonetization issue t co p dafsowpm,Negative
2694,-2,people who believe in bearing small pains for building a nation will never complain of   t co vodxaokcwy,Negative
2695,-2,rt unable to withdraw money for exam fees teen hangs himself demonetization t co iiielpllf t co mmgps uo,Negative
2696,1,rt the mic of a bsp leader was snatched away from him as he started praising modiji for his demonetization move during mayawati  ,Positive
2697,-2,bhaichung bhutia protest against demonetization trinamul congress leader bhaichung bhutia today stages protest t co nbfhgdbwah,Negative
